onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
ACASXU_run2a_1_1_batch_2000_converted,prop_1,random,stable,32,unsat,1.5,unsat,5.3,unsat,5.5,unsat,5.5,unsat,5.4,unsat,6.3,unsat,8.0,unsat,7.8,unsat,9.3,unsat,13.2,unsat,19.7
ACASXU_run2a_1_2_batch_2000_converted,prop_1,random,stable,24,unsat,1.6,unsat,11.1,unsat,11.6,unsat,10.7,unsat,11.5,unsat,12.3,unsat,14.2,unsat,16.6,unsat,16.9,unsat,20.5,unsat,26.9
ACASXU_run2a_1_3_batch_2000_converted,prop_1,random,stable,23,unsat,1.6,unsat,18.6,unsat,20.0,unsat,19.5,unsat,19.4,unsat,19.1,unsat,23.7,unsat,25.9,unsat,29.0,unsat,31.6,unsat,39.9
ACASXU_run2a_1_4_batch_2000_converted,prop_1,random,stable,26,unsat,1.6,unsat,20.3,unsat,18.8,unsat,21.2,unsat,20.1,unsat,23.6,unsat,25.5,unsat,28.4,unsat,34.9,unsat,37.8,unsat,38.5
ACASXU_run2a_1_5_batch_2000_converted,prop_1,random,stable,28,unsat,1.6,unsat,13.3,unsat,12.9,unsat,14.9,unsat,14.3,unsat,14.5,unsat,15.6,unsat,15.8,unsat,19.6,unsat,25.0,unsat,32.5
ACASXU_run2a_1_6_batch_2000_converted,prop_1,random,stable,24,unsat,1.6,unsat,9.2,unsat,9.2,unsat,10.2,unsat,9.6,unsat,10.6,unsat,11.8,unsat,12.7,unsat,17.2,unsat,18.8,unsat,19.3
ACASXU_run2a_1_7_batch_2000_converted,prop_1,random,stable,27,unsat,1.6,unsat,8.1,unsat,9.0,unsat,10.1,unsat,9.7,unsat,10.4,unsat,10.6,unsat,11.9,unsat,15.5,unsat,17.7,unsat,19.5
ACASXU_run2a_1_8_batch_2000_converted,prop_1,random,stable,29,unsat,1.6,unsat,2.9,unsat,4.5,unsat,3.2,unsat,3.6,unsat,3.7,unsat,4.0,unsat,6.5,unsat,15.0,unsat,19.7,unsat,24.1
ACASXU_run2a_1_9_batch_2000_converted,prop_1,random,stable,25,unsat,1.5,unsat,1.9,unsat,1.8,unsat,1.9,unsat,1.8,unsat,2.1,unsat,2.3,unsat,2.9,unsat,8.5,unsat,19.3,unsat,29.0
ACASXU_run2a_2_1_batch_2000_converted,prop_1,random,stable,25,unsat,1.6,unsat,34.6,unsat,35.3,unsat,34.2,unsat,39.0,unsat,42.5,unsat,46.5,unsat,49.9,unsat,62.92,unsat,72.29,unsat,83.51
ACASXU_run2a_2_2_batch_2000_converted,prop_1,random,stable,23,unsat,1.7,unsat,21.9,unsat,21.9,unsat,21.6,unsat,23.3,unsat,25.3,unsat,26.9,unsat,32.4,unsat,36.9,unsat,39.1,unsat,40.9
ACASXU_run2a_2_3_batch_2000_converted,prop_1,random,stable,29,unsat,1.6,unsat,33.4,unsat,34.2,unsat,30.9,unsat,34.2,unsat,37.5,unsat,41.2,unsat,53.9,unsat,60.66,unsat,66.26,unsat,82.62
ACASXU_run2a_2_4_batch_2000_converted,prop_1,random,stable,30,unsat,1.6,unsat,9.7,unsat,10.1,unsat,9.8,unsat,9.9,unsat,11.2,unsat,13.2,unsat,15.1,unsat,15.9,unsat,18.9,unsat,21.4
ACASXU_run2a_2_5_batch_2000_converted,prop_1,random,stable,23,unsat,1.7,unsat,52.6,unsat,49.1,unsat,52.5,unsat,53.8,unsat,53.9,unsat,61.84,unsat,63.27,unsat,65.26,unsat,70.95,unsat,81.17
