onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
ACASXU_run2a_1_1_batch_2000_converted,prop_1,random,stable,32,unsat,1.5,unsat,5.3,unsat,5.1,unsat,5.5,unsat,5.4,unsat,6.1,unsat,7.6,unsat,7.6,unsat,9.7,unsat,13.6,unsat,18.3
ACASXU_run2a_1_2_batch_2000_converted,prop_1,random,stable,24,unsat,1.5,unsat,10.5,unsat,10.3,unsat,10.5,unsat,10.3,unsat,11.2,unsat,12.4,unsat,13.9,unsat,15.2,unsat,18.1,unsat,21.3
ACASXU_run2a_1_3_batch_2000_converted,prop_1,random,stable,23,unsat,1.5,unsat,14.2,unsat,14.6,unsat,15.1,unsat,13.9,unsat,16.1,unsat,18.8,unsat,24.2,unsat,24.7,unsat,27.1,unsat,31.8
ACASXU_run2a_1_4_batch_2000_converted,prop_1,random,stable,26,unsat,1.6,unsat,14.8,unsat,14.8,unsat,15.1,unsat,15.1,unsat,15.7,unsat,16.9,unsat,17.6,unsat,19.8,unsat,25.5,unsat,26.6
ACASXU_run2a_1_5_batch_2000_converted,prop_1,random,stable,28,unsat,1.5,unsat,8.0,unsat,8.4,unsat,8.0,unsat,8.4,unsat,9.8,unsat,9.7,unsat,11.0,unsat,11.9,unsat,14.9,unsat,18.6
ACASXU_run2a_1_6_batch_2000_converted,prop_1,random,stable,24,unsat,1.6,unsat,14.0,unsat,13.4,unsat,12.0,unsat,13.1,unsat,12.7,unsat,16.8,unsat,16.2,unsat,21.5,unsat,28.1,unsat,28.8
ACASXU_run2a_1_7_batch_2000_converted,prop_1,random,stable,27,unsat,1.6,unsat,6.3,unsat,7.4,unsat,6.6,unsat,7.0,unsat,6.7,unsat,10.2,unsat,9.3,unsat,11.8,unsat,15.7,unsat,21.6
ACASXU_run2a_1_8_batch_2000_converted,prop_1,random,stable,29,unsat,1.6,unsat,5.2,unsat,4.9,unsat,5.5,unsat,4.6,unsat,5.3,unsat,7.0,unsat,8.4,unsat,12.9,unsat,15.6,unsat,19.8
ACASXU_run2a_1_9_batch_2000_converted,prop_1,random,stable,25,unsat,1.6,unsat,1.8,unsat,1.9,unsat,2.3,unsat,1.8,unsat,1.8,unsat,2.0,unsat,2.0,unsat,4.5,unsat,17.5,unsat,22.7
ACASXU_run2a_2_1_batch_2000_converted,prop_1,random,stable,25,unsat,1.6,unsat,38.3,unsat,40.1,unsat,38.7,unsat,44.0,unsat,48.5,unsat,53.0,unsat,59.5,unsat,69.99,unsat,86.39,unsat,110.03
ACASXU_run2a_2_2_batch_2000_converted,prop_1,random,stable,23,unsat,1.7,unsat,26.1,unsat,24.6,unsat,22.9,unsat,26.4,unsat,31.4,unsat,32.8,unsat,37.5,unsat,36.8,unsat,41.5,unsat,43.5
ACASXU_run2a_2_3_batch_2000_converted,prop_1,random,stable,29,unsat,1.6,unsat,38.8,unsat,38.1,unsat,39.4,unsat,39.6,unsat,42.4,unsat,49.4,unsat,60.15,unsat,72.95,unsat,77.04,unsat,93.91
ACASXU_run2a_2_4_batch_2000_converted,prop_1,random,stable,30,unsat,1.5,unsat,8.6,unsat,8.2,unsat,9.1,unsat,9.2,unsat,10.3,unsat,10.8,unsat,11.4,unsat,14.2,unsat,17.7,unsat,21.3
ACASXU_run2a_2_5_batch_2000_converted,prop_1,random,stable,23,unsat,1.6,unsat,36.7,unsat,37.5,unsat,37.9,unsat,37.8,unsat,40.6,unsat,48.1,unsat,41.7,unsat,49.8,unsat,56.7,unsat,62.84
ACASXU_run2a_2_6_batch_2000_converted,prop_1,random,stable,19,unsat,1.6,unsat,10.5,unsat,10.3,unsat,9.9,unsat,10.7,unsat,10.7,unsat,14.1,unsat,14.3,unsat,15.3,unsat,16.2,unsat,16.4
ACASXU_run2a_2_7_batch_2000_converted,prop_1,random,stable,15,unsat,1.8,unsat,10.6,unsat,11.0,unsat,10.6,unsat,10.5,unsat,16.7,unsat,19.2,unsat,18.0,unsat,17.5,unsat,18.3,unsat,22.8
ACASXU_run2a_2_8_batch_2000_converted,prop_1,random,stable,13,unsat,1.7,unsat,13.0,unsat,12.7,unsat,12.8,unsat,12.3,unsat,14.6,unsat,15.0,unsat,19.1,unsat,19.9,unsat,21.3,unsat,23.2
